Date,Region,HIV_Rate,AIDS_Rate
2014-01,Крим,5.3,1.7
2014-01,Вінницька,1.7,1.6
2014-01,Волинська,0.9,0.8
2014-01,Дніпропетровська,7.2,4.7
2014-01,Донецька,14.0,4.6
2014-01,Житомирська,2.1,1.2
2014-01,Закарпатська,0.2,0.2
2014-01,Запорізька,1.9,1.7
2014-01,Івано-Франківська,0.5,1.1
2014-01,Київська,3.0,0.0
2014-01,Кіровоградська,3.1,0.8
2014-01,Луганська,3.3,1.2
2014-01,Львівська,1.4,0.4
2014-01,Миколаївська,9.7,5.9
2014-01,Одеська,6.5,3.5
2014-01,Полтавська,2.0,1.2
2014-01,Рівненська,1.4,0.4
2014-01,Сумська,0.9,0.6
2014-01,Тернопільська,0.7,0.3
2014-01,Харківська,1.9,0.8
2014-01,Херсонська,4.6,1.4
2014-01,Хмельницька,1.9,0.9
2014-01,Черкаська,3.4,2.9
2014-01,Чернівецька,1.3,0.1
2014-01,Чернігівська,4.0,1.5
2014-01,Київ,3.9,1.3
2014-02,Крим,3.8,1.5
2014-02,Вінницька,2.2,1.0
2014-02,Волинська,1.5,1.5
2014-02,Дніпропетровська,9.2,5.1
2014-02,Донецька,9.0,7.5
2014-02,Житомирська,1.8,0.8
2014-02,Закарпатська,0.2,0.2
2014-02,Запорізька,4.2,2.1
2014-02,Івано-Франківська,1.3,1.2
2014-02,Київська,2.9,2.1
2014-02,Кіровоградська,3.7,0.9
2014-02,Луганська,3.0,1.0
2014-02,Львівська,1.5,0.6
2014-02,Миколаївська,10.3,2.5
2014-02,Одеська,8.5,5.4
2014-02,Полтавська,3.5,1.6
2014-02,Рівненська,2.5,0.7
2014-02,Сумська,0.8,0.4
2014-02,Тернопільська,1.5,0.3
2014-02,Харківська,1.7,0.7
2014-02,Херсонська,4.5,1.7
2014-02,Хмельницька,1.7,1.7
2014-02,Черкаська,3.7,2.2
2014-02,Чернівецька,1.8,0.7
2014-02,Чернігівська,4.9,1.9
2014-02,Київ,5.0,2.1
2014-03,Крим,6.0,2.8
2014-03,Вінницька,2.1,0.9
2014-03,Волинська,3.0,1.1
2014-03,Дніпропетровська,8.1,4.3
2014-03,Донецька,6.7,3.7
2014-03,Житомирська,2.5,0.9
2014-03,Закарпатська,0.4,0.2
2014-03,Запорізька,2.1,1.2
2014-03,Івано-Франківська,1.4,0.7
2014-03,Київська,4.2,1.4
2014-03,Кіровоградська,2.8,0.6
2014-03,Луганська,2.8,1.1
2014-03,Львівська,1.4,0.4
2014-03,Миколаївська,6.6,0.7
2014-03,Одеська,13.9,7.1
2014-03,Полтавська,2.0,1.3
2014-03,Рівненська,1.8,0.9
2014-03,Сумська,1.1,0.5
2014-03,Тернопільська,0.5,0.5
2014-03,Харківська,1.8,0.8
2014-03,Херсонська,4.6,1.5
2014-03,Хмельницька,2.3,1.6
2014-03,Черкаська,5.9,2.4
2014-03,Чернівецька,1.4,0.4
2014-03,Чернігівська,4.2,2.2
2014-03,Київ,4.4,1.7
2014-04,Вінницька,2.0,0.9
2014-04,Волинська,2.2,0.8
2014-04,Дніпропетровська,9.9,6.2
2014-04,Донецька,8.7,5.9
2014-04,Житомирська,2.4,1.3
2014-04,Закарпатська,1.0,0.6
2014-04,Запорізька,2.8,1.6
2014-04,Івано-Франківська,0.9,0.4
2014-04,Київська,4.8,2.4
2014-04,Кіровоградська,2.7,1.2
2014-04,Луганська,3.2,1.4
2014-04,Львівська,1.5,0.9
2014-04,Миколаївська,10.4,2.5
2014-04,Одеська,10.3,7.9
2014-04,Полтавська,2.8,0.8
2014-04,Рівненська,3.1,0.7
2014-04,Сумська,0.8,0.2
2014-04,Тернопільська,0.9,0.4
2014-04,Харківська,1.3,0.4
2014-04,Херсонська,2.8,0.8
2014-04,Хмельницька,2.6,0.8
2014-04,Черкаська,2.6,1.5
2014-04,Чернівецька,0.7,0.0
2014-04,Чернігівська,3.6,1.5
2014-04,Київ,4.3,1.7
2014-05,Вінницька,1.2,0.9
2014-05,Волинська,1.7,1.0
2014-05,Дніпропетровська,8.8,4.9
2014-05,Донецька,5.1,1.8
2014-05,Житомирська,2.9,1.3
2014-05,Закарпатська,0.5,0.4
2014-05,Запорізька,2.9,2.3
2014-05,Івано-Франківська,1.4,0.7
2014-05,Київська,3.5,1.6
2014-05,Кіровоградська,2.7,0.3
2014-05,Луганська,2.5,1.3
2014-05,Львівська,0.9,0.7
2014-05,Миколаївська,10.3,4.4
2014-05,Одеська,9.6,8.0
2014-05,Полтавська,2.5,1.2
2014-05,Рівненська,1.4,0.5
2014-05,Сумська,0.9,0.5
2014-05,Тернопільська,0.9,0.4
2014-05,Харківська,1.4,0.9
2014-05,Херсонська,3.6,0.8
2014-05,Хмельницька,2.2,1.1
2014-05,Черкаська,4.7,2.4
2014-05,Чернівецька,1.0,0.1
2014-05,Чернігівська,4.1,1.8
2014-05,Київ,3.1,1.4
2014-06,Вінницька,2.3,1.2
2014-06,Волинська,2.5,1.2
2014-06,Дніпропетровська,9.2,5.4
2014-06,Донецька,4.7,5.5
2014-06,Житомирська,2.1,0.9
2014-06,Закарпатська,0.5,0.2
2014-06,Запорізька,2.6,2.2
2014-06,Івано-Франківська,1.5,0.4
2014-06,Київська,3.9,2.0
2014-06,Кіровоградська,4.8,1.5
2014-06,Луганська,2.7,1.1
2014-06,Львівська,1.7,0.6
2014-06,Миколаївська,3.8,1.5
2014-06,Одеська,8.3,8.1
2014-06,Полтавська,1.8,0.8
2014-06,Рівненська,1.4,0.3
2014-06,Сумська,1.9,0.7
2014-06,Тернопільська,0.7,0.7
2014-06,Харківська,1.9,0.9
2014-06,Херсонська,4.4,2.0
2014-06,Хмельницька,0.8,0.5
2014-06,Черкаська,3.3,1.3
2014-06,Чернівецька,0.8,0.2
2014-06,Чернігівська,4.0,1.7
2014-06,Київ,4.1,1.0
2014-07,Вінницька,1.6,0.7
2014-07,Волинська,1.8,1.3
2014-07,Дніпропетровська,9.1,5.7
2014-07,Донецька,,
2014-07,Житомирська,2.7,1.6
2014-07,Закарпатська,0.6,0.2
2014-07,Запорізька,2.8,1.6
2014-07,Івано-Франківська,1.0,0.5
2014-07,Київська,3.7,3.3
2014-07,Кіровоградська,5.1,1.0
2014-07,Луганська,,
2014-07,Львівська,1.2,0.7
2014-07,Миколаївська,11.0,4.1
2014-07,Одеська,10.4,4.8
2014-07,Полтавська,2.3,1.1
2014-07,Рівненська,1.6,0.5
2014-07,Сумська,1.7,0.9
2014-07,Тернопільська,0.7,0.4
2014-07,Харківська,1.0,0.5
2014-07,Херсонська,3.4,1.8
2014-07,Хмельницька,2.1,1.1
2014-07,Черкаська,4.4,3.3
2014-07,Чернівецька,1.0,0.6
2014-07,Чернігівська,3.2,0.9
2014-07,Київ,4.5,1.8
2014-08,Вінницька,2.1,2.2
2014-08,Волинська,2.7,1.2
2014-08,Дніпропетровська,7.8,4.5
2014-08,Донецька,8.7,5.5
2014-08,Житомирська,3.2,1.2
2014-08,Закарпатська,0.5,0.3
2014-08,Запорізька,3.1,1.9
2014-08,Івано-Франківська,1.4,1.2
2014-08,Київська,2.3,1.0
2014-08,Кіровоградська,3.6,1.3
2014-08,Луганська,1.0,0.3
2014-08,Львівська,1.8,0.4
2014-08,Миколаївська,8.8,3.9
2014-08,Одеська,8.1,4.1
2014-08,Полтавська,3.0,1.4
2014-08,Рівненська,1.4,0.8
2014-08,Сумська,0.0,0.0
2014-08,Тернопільська,0.8,0.2
2014-08,Харківська,1.5,0.6
2014-08,Херсонська,2.4,0.3
2014-08,Хмельницька,1.3,0.4
2014-08,Черкаська,5.2,1.1
2014-08,Чернівецька,1.0,0.1
2014-08,Чернігівська,4.3,2.1
2014-08,Київ,3.1,1.1
2014-09,Вінницька,2.0,1.0
2014-09,Волинська,1.5,1.3
2014-09,Дніпропетровська,8.0,6.3
2014-09,Донецька,1.7,1.7
2014-09,Житомирська,2.6,1.0
2014-09,Закарпатська,0.6,0.1
2014-09,Запорізька,2.0,1.2
2014-09,Івано-Франківська,0.4,0.2
2014-09,Київська,4.2,1.6
2014-09,Кіровоградська,5.0,1.2
2014-09,Луганська,0.0,0.0
2014-09,Львівська,1.3,0.7
2014-09,Миколаївська,6.9,4.3
2014-09,Одеська,5.9,3.5
2014-09,Полтавська,2.0,0.8
2014-09,Рівненська,1.9,0.5
2014-09,Сумська,3.3,1.0
2014-09,Тернопільська,0.6,0.1
2014-09,Харківська,2.1,0.7
2014-09,Херсонська,5.0,1.4
2014-09,Хмельницька,2.0,0.9
2014-09,Черкаська,2.6,0.9
2014-09,Чернівецька,0.8,0.0
2014-09,Чернігівська,1.7,0.6
2014-09,Київ,3.9,0.7
2014-10,Вінницька,1.2,0.4
2014-10,Волинська,1.7,0.8
2014-10,Дніпропетровська,6.7,5.6
2014-10,Донецька,2.6,1.9
2014-10,Житомирська,3.3,1.4
2014-10,Закарпатська,0.5,0.5
2014-10,Запорізька,3.1,1.6
2014-10,Івано-Франківська,1.5,0.7
2014-10,Київська,4.0,1.3
2014-10,Кіровоградська,5.2,1.1
2014-10,Луганська,1.1,0.4
2014-10,Львівська,2.3,0.4
2014-10,Миколаївська,6.6,1.5
2014-10,Одеська,12.0,4.5
2014-10,Полтавська,1.8,1.1
2014-10,Рівненська,1.8,0.0
2014-10,Сумська,1.1,0.7
2014-10,Тернопільська,0.8,0.6
2014-10,Харківська,1.9,0.3
2014-10,Херсонська,4.7,1.2
2014-10,Хмельницька,1.5,0.9
2014-10,Черкаська,3.1,1.3
2014-10,Чернівецька,0.9,0.3
2014-10,Чернігівська,5.7,2.5
2014-10,Київ,4.5,1.6
2014-11,Вінницька,1.9,1.0
2014-11,Волинська,2.0,0.9
2014-11,Дніпропетровська,6.9,5.2
2014-11,Донецька,5.1,2.8
2014-11,Житомирська,2.1,1.1
2014-11,Закарпатська,0.9,0.1
2014-11,Запорізька,3.0,1.9
2014-11,Івано-Франківська,0.9,0.4
2014-11,Київська,4.0,1.9
2014-11,Кіровоградська,4.5,1.4
2014-11,Луганська,1.3,0.5
2014-11,Львівська,1.1,0.6
2014-11,Миколаївська,5.0,5.9
2014-11,Одеська,7.0,4.1
2014-11,Полтавська,3.2,1.5
2014-11,Рівненська,1.2,0.6
2014-11,Сумська,2.2,0.9
2014-11,Тернопільська,0.7,0.3
2014-11,Харківська,1.5,0.7
2014-11,Херсонська,4.7,1.6
2014-11,Хмельницька,1.9,1.1
2014-11,Черкаська,4.2,2.1
2014-11,Чернівецька,1.2,0.0
2014-11,Чернігівська,4.3,2.2
2014-11,Київ,4.3,1.4
2014-12,Вінницька,3.7,1.7
2014-12,Волинська,3.8,2.1
2014-12,Дніпропетровська,5.7,6.3
2014-12,Донецька,3.6,2.4
2014-12,Житомирська,4.1,1.9
2014-12,Закарпатська,0.8,0.0
2014-12,Запорізька,3.9,2.5
2014-12,Івано-Франківська,1.7,0.9
2014-12,Київська,4.9,1.9
2014-12,Кіровоградська,3.2,2.1
2014-12,Луганська,1.4,0.8
2014-12,Львівська,3.2,1.1
2014-12,Миколаївська,3.5,2.6
2014-12,Одеська,9.4,5.3
2014-12,Полтавська,1.9,1.0
2014-12,Рівненська,2.9,0.8
2014-12,Сумська,2.0,1.2
2014-12,Тернопільська,1.7,0.8
2014-12,Харківська,1.6,0.5
2014-12,Херсонська,4.7,1.8
2014-12,Хмельницька,1.4,0.6
2014-12,Черкаська,4.9,1.0
2014-12,Чернівецька,0.8,0.6
2014-12,Чернігівська,3.9,2.4
2014-12,Київ,3.5,1.7
2015-01,Вінницька,0.8,0.6
2015-01,Волинська,1.6,0.9
2015-01,Дніпропетровська,4.1,3.6
2015-01,Донецька,,
2015-01,Житомирська,2.7,1.1
2015-01,Закарпатська,0.5,0.2
2015-01,Запорізька,1.9,1.7
2015-01,Івано-Франківська,0.9,0.4
2015-01,Київська,5.2,2.0
2015-01,Кіровоградська,1.5,1.5
2015-01,Луганська,1.2,0.8
2015-01,Львівська,1.0,0.5
2015-01,Миколаївська,7.1,3.4
2015-01,Одеська,5.3,3.2
2015-01,Полтавська,1.9,1.5
2015-01,Рівненська,1.7,0.3
2015-01,Сумська,0.5,0.2
2015-01,Тернопільська,0.8,0.4
2015-01,Харківська,1.4,0.4
2015-01,Херсонська,3.7,1.4
2015-01,Хмельницька,1.2,0.6
2015-01,Черкаська,1.8,0.7
2015-01,Чернівецька,0.4,0.2
2015-01,Чернігівська,5.6,2.1
2015-01,Київ,3.5,1.0
2015-02,Вінницька,0.9,0.7
2015-02,Волинська,1.7,0.7
2015-02,Дніпропетровська,5.6,4.5
2015-02,Донецька,,
2015-02,Житомирська,2.7,1.0
2015-02,Закарпатська,0.1,0.2
2015-02,Запорізька,2.7,2.0
2015-02,Івано-Франківська,2.2,0.7
2015-02,Київська,3.9,2.1
2015-02,Кіровоградська,6.4,2.4
2015-02,Луганська,1.5,0.9
2015-02,Львівська,1.3,0.7
2015-02,Миколаївська,8.0,3.5
2015-02,Одеська,8.2,4.6
2015-02,Полтавська,2.9,1.5
2015-02,Рівненська,1.5,0.4
2015-02,Сумська,1.3,0.4
2015-02,Тернопільська,0.7,0.3
2015-02,Харківська,1.9,0.7
2015-02,Херсонська,3.3,1.1
2015-02,Хмельницька,1.6,0.8
2015-02,Черкаська,3.8,1.7
2015-02,Чернівецька,1.3,0.4
2015-02,Чернігівська,3.6,0.9
2015-02,Київ,4.9,1.4
2015-03,Вінницька,2.7,1.2
2015-03,Волинська,3.6,1.8
2015-03,Дніпропетровська,4.1,3.9
2015-03,Донецька,,
2015-03,Житомирська,2.9,1.2
2015-03,Закарпатська,0.7,0.2
2015-03,Запорізька,2.9,1.7
2015-03,Івано-Франківська,1.5,0.8
2015-03,Київська,4.0,1.1
2015-03,Кіровоградська,5.2,2.4
2015-03,Луганська,1.6,0.9
2015-03,Львівська,0.7,0.4
2015-03,Миколаївська,5.2,1.6
2015-03,Одеська,10.1,6.8
2015-03,Полтавська,4.1,2.4
2015-03,Рівненська,1.2,0.7
2015-03,Сумська,0.6,0.2
2015-03,Тернопільська,0.4,0.1
2015-03,Харківська,1.4,0.6
2015-03,Херсонська,4.4,1.4
2015-03,Хмельницька,0.8,0.9
2015-03,Черкаська,1.9,0.6
2015-03,Чернівецька,1.4,0.9
2015-03,Чернігівська,3.5,1.7
2015-03,Київ,4.4,1.7
2015-04,Вінницька,1.9,1.2
2015-04,Волинська,2.1,1.2
2015-04,Дніпропетровська,3.2,3.8
2015-04,Донецька,,
2015-04,Житомирська,2.6,0.9
2015-04,Закарпатська,0.3,0.1
2015-04,Запорізька,2.6,1.5
2015-04,Івано-Франківська,0.7,0.5
2015-04,Київська,3.1,1.5
2015-04,Кіровоградська,5.5,2.0
2015-04,Луганська,1.7,0.9
2015-04,Львівська,1.5,0.6
2015-04,Миколаївська,7.7,2.6
2015-04,Одеська,8.0,5.3
2015-04,Полтавська,2.3,1.9
2015-04,Рівненська,1.9,0.2
2015-04,Сумська,0.3,0.1
2015-04,Тернопільська,0.6,0.1
2015-04,Харківська,1.9,1.0
2015-04,Херсонська,2.9,0.8
2015-04,Хмельницька,0.9,1.1
2015-04,Черкаська,4.2,2.3
2015-04,Чернівецька,0.7,0.7
2015-04,Чернігівська,4.4,1.3
2015-04,Київ,3.1,1.1
2015-05,Вінницька,1.9,1.1
2015-05,Волинська,3.0,1.0
2015-05,Дніпропетровська,7.6,4.7
2015-05,Донецька,,
2015-05,Житомирська,3.2,2.3
2015-05,Закарпатська,0.3,0.2
2015-05,Запорізька,2.4,1.8
2015-05,Івано-Франківська,0.7,0.5
2015-05,Київська,3.5,1.2
2015-05,Кіровоградська,5.1,1.0
2015-05,Луганська,2.0,1.0
2015-05,Львівська,1.1,0.7
2015-05,Миколаївська,4.2,3.8
2015-05,Одеська,9.5,4.4
2015-05,Полтавська,1.8,1.1
2015-05,Рівненська,2.0,0.5
2015-05,Сумська,0.4,0.1
2015-05,Тернопільська,1.3,0.5
2015-05,Харківська,1.4,0.5
2015-05,Херсонська,2.8,1.8
2015-05,Хмельницька,0.8,0.5
2015-05,Черкаська,4.5,2.1
2015-05,Чернівецька,0.9,0.7
2015-05,Чернігівська,2.6,1.1
2015-05,Київ,3.8,1.5
2015-06,Вінницька,1.9,1.1
2015-06,Волинська,3.3,1.8
2015-06,Дніпропетровська,10.8,7.0
2015-06,Донецька,,
2015-06,Житомирська,3.3,2.2
2015-06,Закарпатська,0.7,0.4
2015-06,Запорізька,2.3,1.9
2015-06,Івано-Франківська,1.2,0.4
2015-06,Київська,4.4,2.2
2015-06,Кіровоградська,6.0,2.5
2015-06,Луганська,2.0,0.9
2015-06,Львівська,2.5,0.8
2015-06,Миколаївська,3.6,0.9
2015-06,Одеська,8.1,4.1
2015-06,Полтавська,2.5,1.0
2015-06,Рівненська,2.8,0.5
2015-06,Сумська,2.5,0.9
2015-06,Тернопільська,1.3,0.5
2015-06,Харківська,1.7,0.6
2015-06,Херсонська,5.6,1.6
2015-06,Хмельницька,2.5,1.0
2015-06,Черкаська,4.4,2.1
2015-06,Чернівецька,1.4,0.6
2015-06,Чернігівська,1.9,0.3
2015-06,Київ,3.6,1.3
2015-07,Вінницька,0.7,0.4
2015-07,Волинська,2.3,0.9
2015-07,Дніпропетровська,10.9,5.9
2015-07,Донецька,,
2015-07,Житомирська,2.8,1.3
2015-07,Закарпатська,0.2,1.2
2015-07,Запорізька,2.3,1.9
2015-07,Івано-Франківська,0.7,0.5
2015-07,Київська,4.0,1.9
2015-07,Кіровоградська,3.9,1.2
2015-07,Луганська,1.9,0.7
2015-07,Львівська,2.0,0.8
2015-07,Миколаївська,7.8,3.9
2015-07,Одеська,7.0,4.6
2015-07,Полтавська,3.4,2.2
2015-07,Рівненська,1.3,0.8
2015-07,Сумська,2.0,1.3
2015-07,Тернопільська,0.7,0.7
2015-07,Харківська,1.8,0.6
2015-07,Херсонська,3.2,1.7
2015-07,Хмельницька,1.6,1.2
2015-07,Черкаська,3.6,3.1
2015-07,Чернівецька,0.9,0.4
2015-07,Чернігівська,4.3,1.7
2015-07,Київ,4.5,1.5
2015-08,Вінницька,1.4,1.5
2015-08,Волинська,2.0,0.8
2015-08,Дніпропетровська,8.5,6.0
2015-08,Донецька,,
2015-08,Житомирська,2.9,1.0
2015-08,Закарпатська,0.6,0.2
2015-08,Запорізька,2.1,1.7
2015-08,Івано-Франківська,1.9,0.7
2015-08,Київська,3.3,1.9
2015-08,Кіровоградська,4.7,1.4
2015-08,Луганська,1.4,0.8
2015-08,Львівська,1.3,0.6
2015-08,Миколаївська,4.9,2.1
2015-08,Одеська,6.6,4.0
2015-08,Полтавська,1.7,1.3
2015-08,Рівненська,2.2,1.1
2015-08,Сумська,2.3,0.9
2015-08,Тернопільська,1.5,0.5
2015-08,Харківська,1.6,0.6
2015-08,Херсонська,3.5,1.6
2015-08,Хмельницька,1.1,0.4
2015-08,Черкаська,3.3,1.2
2015-08,Чернівецька,0.9,0.3
2015-08,Чернігівська,2.8,1.2
2015-08,Київ,3.3,1.0
2015-09,Вінницька,1.8,0.9
2015-09,Волинська,1.2,0.5
2015-09,Дніпропетровська,9.2,6.1
2015-09,Донецька,,
2015-09,Житомирська,3.6,1.3
2015-09,Закарпатська,1.0,0.5
2015-09,Запорізька,2.7,1.5
2015-09,Івано-Франківська,1.4,0.5
2015-09,Київська,5.9,2.4
2015-09,Кіровоградська,3.5,1.4
2015-09,Луганська,1.4,1.2
2015-09,Львівська,1.2,0.2
2015-09,Миколаївська,5.2,1.5
2015-09,Одеська,8.2,5.0
2015-09,Полтавська,2.1,1.0
2015-09,Рівненська,1.6,0.7
2015-09,Сумська,1.1,0.7
2015-09,Тернопільська,1.0,0.2
2015-09,Харківська,1.5,0.5
2015-09,Херсонська,5.8,1.8
2015-09,Хмельницька,1.4,0.5
2015-09,Черкаська,3.5,1.4
2015-09,Чернівецька,0.7,0.2
2015-09,Чернігівська,1.7,1.1
2015-09,Київ,3.5,1.6
2015-10,Вінницька,1.6,0.8
2015-10,Волинська,1.6,0.9
2015-10,Дніпропетровська,7.6,5.3
2015-10,Донецька,,
2015-10,Житомирська,2.8,1.4
2015-10,Закарпатська,0.6,0.3
2015-10,Запорізька,3.1,1.6
2015-10,Івано-Франківська,0.5,0.2
2015-10,Київська,4.5,2.3
2015-10,Кіровоградська,3.7,1.3
2015-10,Луганська,1.9,0.8
2015-10,Львівська,1.6,0.6
2015-10,Миколаївська,8.2,3.7
2015-10,Одеська,9.2,5.5
2015-10,Полтавська,3.4,1.0
2015-10,Рівненська,1.8,0.4
2015-10,Сумська,1.4,0.4
2015-10,Тернопільська,0.8,0.3
2015-10,Харківська,1.8,0.7
2015-10,Херсонська,4.0,0.8
2015-10,Хмельницька,1.1,0.9
2015-10,Черкаська,4.3,2.4
2015-10,Чернівецька,0.7,0.3
2015-10,Чернігівська,3.5,4.2
2015-10,Київ,3.9,1.4
2015-11,Вінницька,1.5,0.6
2015-11,Волинська,2.1,1.1
2015-11,Дніпропетровська,9.4,6.0
2015-11,Донецька,,
2015-11,Житомирська,3.3,1.3
2015-11,Закарпатська,0.2,0.1
2015-11,Запорізька,3.1,1.8
2015-11,Івано-Франківська,1.8,0.7
2015-11,Київська,4.4,2.7
2015-11,Кіровоградська,3.8,2.2
2015-11,Луганська,2.4,1.2
2015-11,Львівська,1.2,0.9
2015-11,Миколаївська,7.0,2.4
2015-11,Одеська,9.1,5.2
2015-11,Полтавська,2.3,1.5
2015-11,Рівненська,1.1,0.9
2015-11,Сумська,1.8,0.4
2015-11,Тернопільська,0.2,0.0
2015-11,Харківська,1.1,0.4
2015-11,Херсонська,2.5,0.8
2015-11,Хмельницька,1.5,1.3
2015-11,Черкаська,2.6,1.1
2015-11,Чернівецька,0.6,0.3
2015-11,Чернігівська,3.3,1.3
2015-11,Київ,3.6,1.6
2015-12,Вінницька,1.9,1.1
2015-12,Волинська,2.1,1.0
2015-12,Дніпропетровська,6.9,5.7
2015-12,Донецька,,
2015-12,Житомирська,3.9,2.1
2015-12,Закарпатська,0.5,0.5
2015-12,Запорізька,4.5,2.1
2015-12,Івано-Франківська,1.0,0.7
2015-12,Київська,4.9,1.9
2015-12,Кіровоградська,3.7,4.1
2015-12,Луганська,2.2,2.1
2015-12,Львівська,2.7,0.9
2015-12,Миколаївська,5.1,2.3
2015-12,Одеська,10.5,6.4
2015-12,Полтавська,2.8,1.5
2015-12,Рівненська,2.2,0.9
2015-12,Сумська,3.7,1.5
2015-12,Тернопільська,1.6,0.5
2015-12,Харківська,1.8,0.9
2015-12,Херсонська,7.0,2.7
2015-12,Хмельницька,0.5,0.6
2015-12,Черкаська,5.5,2.1
2015-12,Чернівецька,1.0,0.4
2015-12,Чернігівська,10.1,5.6
